,name,company,year,Price,kms_driven,fuel_type
736,Maruti Suzuki Swift,Maruti,2011,12.429220196836383,58000,Diesel
737,Volkswagen Polo Highline1.2L,Volkswagen,2013,12.847929163278053,27000,Petrol
738,Maruti Suzuki Alto,Maruti,2003,10.645448706505872,60000,Petrol
739,Tata Tiago Revotron,Tata,2017,12.899222326086994,31000,Petrol
740,Maruti Suzuki Swift,Maruti,2009,11.695255355062795,90000,Diesel
741,Maruti Suzuki Swift,Maruti,2009,11.695255355062795,90000,Diesel
742,Tata Indigo eCS,Tata,2016,11.775297421715827,150000,Diesel
743,Chevrolet Beat LS,Chevrolet,2014,12.149507585033072,31000,Diesel
744,Mahindra Xylo E8,Mahindra,2011,12.807655372286902,43000,Diesel
745,Hyundai Eon D,Hyundai,2013,12.04355959836804,20000,Petrol
746,Tata Sumo Gold,Tata,2013,12.278397958261774,100000,Petrol
747,Tata Nano,Tata,2013,11.002116507732017,7000,Petrol
748,Hyundai Elite i20,Hyundai,2017,13.304684934198283,31000,Petrol
749,Hyundai i10 Magna,Hyundai,2009,12.899222326086994,33000,Petrol
750,Hyundai Creta,Hyundai,2016,13.710151153416941,60000,Diesel
751,Volkswagen Polo,Volkswagen,2013,12.611537753638338,48000,Diesel
752,Maruti Suzuki Dzire,Maruti,2014,12.834681304952548,33000,Petrol
753,Tata Bolt XM,Tata,2015,13.304686600863562,15000,Petrol
754,Maruti Suzuki Alto,Maruti,2005,11.156264806643742,47000,Petrol
755,Maruti Suzuki Alto,Maruti,2005,11.51293546492023,40000,Petrol
756,Maruti Suzuki Ritz,Maruti,2010,11.918397239722838,38000,Diesel
757,Maruti Suzuki Alto,Maruti,2017,12.323860125621126,12500,Petrol
758,Maruti Suzuki Dzire,Maruti,2009,12.25486757159303,42000,Petrol
759,Hyundai i20 Asta,Hyundai,2014,12.959846800844963,31000,Petrol
760,Maruti Suzuki Swift,Maruti,2008,11.995357787034976,60000,Diesel
761,Tata Indica V2,Tata,2005,11.002116507732017,80000,Diesel
762,Mahindra Scorpio VLX,Mahindra,2014,13.384729180332174,77000,Diesel
763,Toyota Innova 2.5,Toyota,2012,13.527829818844937,75000,Diesel
764,Mahindra Xylo E8,Mahindra,2010,12.834683971615659,40000,Diesel
765,Hyundai i20 Magna,Hyundai,2011,12.345838935721968,47000,Petrol
766,Maruti Suzuki Omni,Maruti,2000,10.491274217438248,60000,Petrol
767,Mahindra KUV100,Mahindra,2016,12.847929163278053,26500,Petrol
768,Mahindra KUV100 K8,Mahindra,2019,13.235693848424024,2875,Petrol
769,Datsun Go Plus,Datsun,2016,12.560247968016562,13900,Petrol
770,Ford Endeavor 4x4,Ford,2019,14.88022163978423,9000,Diesel
771,Tata Indica V2,Tata,2005,10.596634733096073,80000,Diesel
772,Hyundai Santro Xing,Hyundai,2006,11.350418300109132,60000,Petrol
773,Maruti Suzuki Wagon,Maruti,2016,12.886643575525625,20000,Petrol
774,Maruti Suzuki Swift,Maruti,2008,12.07254696717504,58000,Diesel
775,Maruti Suzuki Alto,Maruti,2019,12.899222326086994,1500,Petrol
776,Toyota Innova 2.5,Toyota,2011,13.527829818844937,75000,Diesel
777,Maruti Suzuki Alto,Maruti,2016,12.429220196836383,2450,Petrol
778,Maruti Suzuki Alto,Maruti,2019,12.959846800844963,1625,Petrol
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,13.171155446333852,45000,Petrol
780,Mahindra Logan,Mahindra,2009,11.775297421715827,65000,Diesel
781,Maruti Suzuki 800,Maruti,2000,10.308985993422082,33400,Petrol
782,Mahindra Scorpio,Mahindra,2011,13.07107218827772,60123,Diesel
783,Chevrolet Sail 1.2,Chevrolet,2013,12.611541086966115,28000,Petrol
784,Hyundai Santro AE,Hyundai,2003,11.002116507732017,70000,Petrol
785,Maruti Suzuki Wagon,Maruti,2006,11.51293546492023,7000,Petrol
786,Hyundai Eon,Hyundai,2018,12.468440756144114,25000,Petrol
787,Tata Manza,Tata,2015,11.51293546492023,100000,Diesel
788,Toyota Etios G,Toyota,2013,12.487488878546145,42000,Petrol
789,Hyundai Getz Prime,Hyundai,2009,11.652696102959753,20000,Petrol
790,Toyota Qualis,Toyota,2003,12.100717685412471,100000,Diesel
791,Hyundai Santro Xing,Hyundai,2004,10.714439990727769,137495,Petrol
792,Tata Indica eV2,Tata,2016,10.829748417047593,91200,Diesel
793,Honda City 1.5,Honda,2009,12.506180941677357,55000,Petrol
794,Tata Zest XE,Tata,2017,12.577639650232573,120000,Diesel
795,Mahindra Quanto C4,Mahindra,2013,12.691583538230217,63000,Diesel
796,Tata Indigo eCS,Tata,2016,11.982935344196433,104000,Diesel
797,Maruti Suzuki Swift,Maruti,2016,12.765691290604371,146000,Diesel
798,Hyundai Elite i20,Hyundai,2011,12.577639650232573,40000,Petrol
799,Hyundai i20 Select,Hyundai,2011,12.577639650232573,40000,Petrol
800,Chevrolet Tavera Neo,Chevrolet,2007,13.049794835104816,100800,Diesel
801,Maruti Suzuki Dzire,Maruti,2016,12.691583538230217,150000,Diesel
802,Hyundai Elite i20,Hyundai,2018,13.1421679654829,2100,Petrol
803,Honda City VX,Honda,2016,13.664688831019712,95000,Petrol
804,Maruti Suzuki Dzire,Maruti,2016,13.017005083966255,2500,Diesel
805,Hyundai Getz,Hyundai,2006,11.736077016252437,80000,Petrol
806,Mercedes Benz C,Mercedes,2006,13.122367377396328,15000,Petrol
807,Maruti Suzuki Alto,Maruti,2005,11.461642696843066,65000,Petrol
808,Maruti Suzuki Swift,Maruti,2009,12.429220196836383,51000,Diesel
809,Skoda Fabia,Skoda,2009,11.608244735642321,45000,Petrol
810,Maruti Suzuki Ritz,Maruti,2011,12.506180941677357,50000,Petrol
811,Tata Indica V2,Tata,2009,11.608244735642321,30000,Diesel
812,Toyota Corolla Altis,Toyota,2009,12.611541086966115,132000,Petrol
813,Tata Zest XM,Tata,2018,12.468440756144114,27000,Diesel
814,Mahindra Quanto C8,Mahindra,2013,12.873904582205107,40000,Diesel
